age;workclass;education;status;occupation;relationship;race;sex;weekhours;country;salary;birthday
34;Self-emp-not-inc;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;30125;1986-03-10
21;Private;9;Never-married;Craft-repair;Not-in-family;White;Male;65;United-States;26468;1999-08-09
49;Private;10;Married-civ-spouse;Adm-clerical;Wife;Black;Female;35;Jamaica;35937;1971-04-20
53;Private;9;Married-civ-spouse;Transport-moving;Husband;White;Male;60;United-States;35468;1967-07-23
33;Private;13;Never-married;Sales;Not-in-family;White;Male;50;United-States;34218;1987-09-25
43;State-gov;14;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;India;39687;1977-06-01
34;Private;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;48;United-States;147500;1986-10-01
30;Local-gov;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;29000;1990-04-03
37;Private;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;55;United-States;30968;1983-07-21
45;Self-emp-inc;10;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;34687;1975-09-13
47;Private;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;45;United-States;152083;1973-02-10
50;Private;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;55;?;158333;1970-05-24
42;Private;10;Separated;Machine-op-inspct;Not-in-family;Black;Male;40;United-States;33750;1978-10-28
34;Private;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;United-States;125000;1986-12-05
38;Private;10;Divorced;Craft-repair;Unmarried;Black;Female;30;United-States;32500;1982-02-20
15;Private;6;Never-married;Other-service;Own-child;White;Female;6;United-States;23187;2005-11-19
16;Private;9;Never-married;Sales;Own-child;White;Female;38;United-States;25062;2004-10-28
28;Self-emp-inc;10;Married-civ-spouse;Exec-managerial;Wife;White;Female;25;United-States;29375;1992-03-03
64;Private;9;Widowed;Priv-house-serv;Not-in-family;White;Female;50;England;38562;1956-12-07
57;Private;13;Never-married;Craft-repair;Not-in-family;White;Male;50;United-States;43968;1963-08-05
28;Local-gov;9;Married-civ-spouse;Adm-clerical;Husband;Black;Male;40;United-States;28437;1992-02-11
48;Private;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;50;United-States;34062;1972-10-03
22;Private;9;Never-married;Other-service;Own-child;White;Female;25;United-States;26750;1998-01-16
26;Private;15;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;99;Philippines;33125;1994-01-11
42;Local-gov;14;Married-civ-spouse;Prof-specialty;Wife;White;Female;40;United-States;178333;1978-04-13
23;Private;11;Never-married;Prof-specialty;Not-in-family;White;Male;40;United-States;28593;1997-08-29
43;Private;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;United-States;181250;1977-08-17
18;Private;9;Never-married;Transport-moving;Not-in-family;White;Male;40;United-States;25625;2002-03-26
65;Private;11;Divorced;Prof-specialty;Unmarried;White;Female;40;United-States;43031;1955-03-26
38;Self-emp-not-inc;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;United-States;175000;1982-09-04
50;Federal-gov;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;United-States;34625;1970-09-25
32;Private;16;Never-married;Prof-specialty;Not-in-family;White;Male;50;United-States;163333;1988-04-08
35;Local-gov;12;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;Canada;142500;1985-01-03
15;Self-emp-inc;6;Never-married;Other-service;Own-child;White;Male;4;United-States;23187;2005-02-08
23;Private;11;Married-civ-spouse;Sales;Wife;White;Female;42;United-States;107291;1997-09-11
33;Local-gov;13;Divorced;Prof-specialty;Not-in-family;White;Male;40;Puerto-Rico;34218;1987-05-04
61;Private;14;Divorced;Exec-managerial;Not-in-family;White;Female;40;United-States;233750;1959-10-17
36;Local-gov;10;Never-married;Adm-clerical;Own-child;Amer-Indian-Eskimo;Female;40;United-States;31875;1984-01-20
31;Private;13;Married-civ-spouse;Adm-clerical;Husband;White;Male;60;Iran;139375;1989-09-02
49;Local-gov;14;Married-civ-spouse;Prof-specialty;Wife;White;Female;40;United-States;198750;1971-01-25
62;State-gov;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;Columbia;263333;1958-03-29
48;Self-emp-inc;10;Divorced;Protective-serv;Not-in-family;White;Male;40;United-States;35625;1972-10-16
16;Private;6;Never-married;Transport-moving;Not-in-family;White;Male;56;United-States;23375;2004-09-02
65;Private;14;Never-married;Prof-specialty;Not-in-family;White;Male;99;United-States;49312;1955-09-07
44;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;32937;1976-10-11
58;Self-emp-not-inc;13;Married-civ-spouse;Farming-fishing;Husband;White;Male;50;United-States;44375;1962-02-26
27;Private;9;Never-married;Machine-op-inspct;Not-in-family;White;Female;40;United-States;28156;1993-07-23
28;Private;10;Never-married;Other-service;Own-child;Black;Female;40;United-States;29375;1992-08-07
54;State-gov;16;Married-civ-spouse;Prof-specialty;Not-in-family;Asian-Pac-Islander;Male;40;China;48000;1966-10-28
27;Private;9;Married-civ-spouse;Handlers-cleaners;Wife;White;Female;40;Mexico;104375;1993-11-17
35;Private;13;Never-married;Adm-clerical;Unmarried;Black;Female;27;United-States;35031;1985-08-19
53;Private;2;Divorced;Priv-house-serv;Unmarried;White;Female;30;Cuba;23437;1967-09-23
22;Private;9;Never-married;Adm-clerical;Not-in-family;White;Female;30;United-States;26750;1998-07-02
19;Private;9;Never-married;Craft-repair;Not-in-family;White;Male;35;Mexico;25906;2001-11-19
44;Self-emp-inc;13;Married-civ-spouse;Sales;Husband;White;Male;70;United-States;174583;1976-03-08
23;Private;8;Married-civ-spouse;Machine-op-inspct;Other-relative;Other;Male;40;Mexico;26250;1997-01-27
38;Private;9;Never-married;Craft-repair;Own-child;White;Male;28;United-States;31250;1982-01-06
21;Private;10;Separated;Sales;Own-child;White;Female;40;United-States;27187;1999-03-18
41;Self-emp-not-inc;10;Never-married;Transport-moving;Not-in-family;Black;Male;30;United-States;33437;1979-03-26
27;Self-emp-not-inc;10;Married-civ-spouse;Craft-repair;Husband;Amer-Indian-Eskimo;Male;60;United-States;110416;1993-04-22
57;Private;6;Widowed;Other-service;Other-relative;Asian-Pac-Islander;Female;40;Philippines;31062;1963-06-04
16;Private;10;Never-married;Other-service;Own-child;Black;Male;35;?;25625;2004-11-23
26;Private;9;Never-married;Exec-managerial;Own-child;White;Male;32;United-States;27875;1994-11-08
15;Private;7;Never-married;Adm-clerical;Own-child;White;Female;15;United-States;23718;2005-11-06
51;Private;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;United-States;149375;1969-10-11
20;Private;3;Never-married;Priv-house-serv;Other-relative;White;Female;40;El-Salvador;22062;2000-01-14
61;Private;9;Married-spouse-absent;Craft-repair;Not-in-family;White;Male;40;United-States;37718;1959-02-20
30;Private;14;Married-civ-spouse;Sales;Wife;White;Female;45;United-States;143333;1990-09-20
38;Local-gov;9;Never-married;Adm-clerical;Unmarried;Black;Female;35;United-States;31250;1982-12-01
59;Self-emp-not-inc;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;England;240625;1961-01-02
33;Private;9;Never-married;Craft-repair;Not-in-family;White;Male;40;United-States;29843;1987-04-13
41;Self-emp-not-inc;13;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;50;Philippines;37468;1979-08-20
18;?;10;Never-married;?;Own-child;Asian-Pac-Islander;Female;40;Taiwan;26250;2002-11-08
46;Self-emp-not-inc;10;Divorced;Craft-repair;Not-in-family;White;Male;40;United-States;35000;1974-11-01
54;State-gov;13;Widowed;Prof-specialty;Not-in-family;White;Female;40;United-States;42750;1966-10-30
49;Federal-gov;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;United-States;34343;1971-07-08
32;Private;10;Never-married;Craft-repair;Not-in-family;White;Male;40;United-States;30625;1988-01-08
42;Private;10;Married-civ-spouse;Sales;Husband;Asian-Pac-Islander;Male;40;United-States;141666;1978-02-02
59;Private;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;?;227916;1961-08-25
35;Private;10;Married-civ-spouse;Sales;Husband;White;Male;44;United-States;127083;1985-04-15
34;Private;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;United-States;147500;1986-05-16
32;Private;10;Separated;Machine-op-inspct;Not-in-family;Other;Male;40;United-States;30625;1988-06-28
21;Private;10;Never-married;Sales;Own-child;White;Female;25;United-States;27187;1999-11-24
61;Federal-gov;14;Divorced;Prof-specialty;Not-in-family;White;Male;40;United-States;233750;1959-06-05
61;?;9;Widowed;?;Not-in-family;Black;Female;11;United-States;37718;1959-05-02
45;Local-gov;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;41;United-States;187083;1975-08-13
53;Self-emp-inc;9;Divorced;Sales;Unmarried;White;Female;50;United-States;153125;1967-08-11
29;Local-gov;13;Never-married;Protective-serv;Own-child;Black;Male;48;United-States;32593;1991-08-22
25;Private;10;Divorced;Other-service;Not-in-family;White;Male;40;United-States;28437;1995-03-12
56;Private;13;Divorced;Adm-clerical;Not-in-family;White;Female;40;United-States;207083;1964-07-30
26;Local-gov;10;Married-civ-spouse;Protective-serv;Husband;White;Male;48;United-States;28750;1994-05-26
50;Private;4;Divorced;Machine-op-inspct;Not-in-family;White;Female;64;United-States;26500;1970-02-20
29;Federal-gov;9;Married-civ-spouse;Adm-clerical;Husband;Black;Male;50;United-States;28718;1991-01-03
51;Private;10;Divorced;Adm-clerical;Unmarried;White;Female;38;United-States;36562;1969-11-30
41;Private;10;Divorced;Tech-support;Not-in-family;White;Female;50;United-States;33437;1979-07-11
41;Local-gov;9;Married-spouse-absent;Farming-fishing;Unmarried;Black;Male;40;United-States;32093;1979-11-28
48;Self-emp-inc;14;Divorced;Exec-managerial;Not-in-family;White;Male;80;United-States;195833;1972-05-11
66;?;9;Married-civ-spouse;?;Husband;White;Male;35;United-States;39125;1954-05-05
35;Private;7;Married-civ-spouse;Other-service;Husband;White;Male;40;United-States;28093;1985-06-20
24;Private;9;Divorced;Machine-op-inspct;Not-in-family;White;Male;40;United-States;27312;1996-06-16
20;Private;7;Never-married;Sales;Not-in-family;White;Female;40;United-States;24812;2000-11-13
20;Private;10;Married-civ-spouse;Sales;Husband;White;Male;55;United-States;26875;2000-01-04
57;Private;10;Married-civ-spouse;Craft-repair;Husband;White;Male;50;United-States;172916;1963-11-13
28;Private;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;United-States;29375;1992-01-05
22;Private;9;Separated;Other-service;Not-in-family;White;Female;55;United-States;26750;1998-02-20
28;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;28437;1992-12-09
48;Local-gov;13;Divorced;Protective-serv;Not-in-family;White;Male;40;United-States;185416;1972-03-25
36;Private;8;Married-civ-spouse;Other-service;Husband;White;Male;40;United-States;29500;1984-12-04
27;Private;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;United-States;28156;1993-07-09
74;Private;9;Married-civ-spouse;Sales;Husband;White;Male;24;United-States;41375;1946-05-07
19;Private;11;Never-married;Craft-repair;Unmarried;White;Male;40;United-States;27218;2001-03-21
63;Private;10;Widowed;Other-service;Unmarried;White;Female;24;United-States;40312;1957-11-06
41;Private;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;45;United-States;130625;1979-02-15
27;Private;13;Married-civ-spouse;Prof-specialty;Wife;White;Female;24;United-States;31781;1993-11-24
30;Private;13;Never-married;Sales;Not-in-family;White;Male;45;United-States;33000;1990-03-28
35;Private;12;Married-civ-spouse;Exec-managerial;Husband;White;Male;65;United-States;142500;1985-04-15
62;Private;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;16;United-States;38000;1958-08-20
47;Private;10;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;152083;1973-04-15
42;Private;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;United-States;169166;1978-08-11
66;?;9;Married-civ-spouse;?;Husband;White;Male;15;United-States;39125;1954-07-01
32;Private;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;United-States;142083;1988-01-28
33;Private;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;36;United-States;30937;1987-04-25
51;Private;10;Divorced;Adm-clerical;Not-in-family;White;Female;43;United-States;36562;1969-10-13
22;Private;11;Never-married;Sales;Unmarried;Asian-Pac-Islander;Male;50;South;28250;1998-07-07
29;Private;10;Divorced;Adm-clerical;Unmarried;White;Female;40;United-States;29687;1991-06-28
23;Private;10;Married-civ-spouse;Transport-moving;Husband;White;Male;38;United-States;27812;1997-09-14
34;Private;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;45;United-States;30125;1986-12-05
27;Private;10;Never-married;Sales;Not-in-family;White;Male;60;United-States;29062;1993-05-31
35;Private;9;Married-civ-spouse;Transport-moving;Husband;White;Male;50;United-States;119375;1985-07-21
40;Self-emp-not-inc;16;Never-married;Prof-specialty;Not-in-family;White;Female;45;United-States;41000;1980-09-01
28;Private;9;Divorced;Craft-repair;Not-in-family;White;Female;40;United-States;28437;1992-05-15
30;Self-emp-inc;10;Never-married;Exec-managerial;Not-in-family;White;Male;70;Cuba;30000;1990-05-14
45;Self-emp-not-inc;13;Never-married;Exec-managerial;Not-in-family;Black;Male;45;United-States;177291;1975-10-25
42;Private;9;Divorced;Craft-repair;Not-in-family;White;Male;40;United-States;132500;1978-01-12
17;Private;9;Never-married;Sales;Own-child;White;Male;40;United-States;25343;2003-09-12
20;Private;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;48;United-States;26187;2000-05-08
49;Private;5;Married-civ-spouse;Craft-repair;Husband;White;Male;50;United-States;103125;1971-10-05
67;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;16;United-States;39406;1953-06-23
71;?;7;Married-civ-spouse;?;Husband;White;Male;8;United-States;35968;1949-04-25
16;?;7;Never-married;?;Other-relative;White;Female;20;United-States;23937;2004-09-25
31;Self-emp-not-inc;9;Never-married;Prof-specialty;Not-in-family;White;Male;40;United-States;29281;1989-06-02
20;Local-gov;10;Never-married;Adm-clerical;Not-in-family;White;Female;55;United-States;26875;2000-04-19
31;Private;13;Never-married;Tech-support;Not-in-family;White;Female;45;United-States;139375;1989-07-11
18;Federal-gov;10;Never-married;Adm-clerical;Other-relative;White;Female;40;United-States;26250;2002-06-14
26;Self-emp-not-inc;10;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;28750;1994-04-18
23;Private;9;Never-married;Handlers-cleaners;Not-in-family;White;Female;40;United-States;27031;1997-03-07
25;Private;9;Never-married;Other-service;Not-in-family;White;Male;48;United-States;27593;1995-02-23
20;Private;9;Never-married;Transport-moving;Own-child;White;Male;40;United-States;26187;2000-07-07
65;Self-emp-not-inc;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;35;United-States;38843;1955-09-23
29;Self-emp-inc;9;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;United-States;28718;1991-03-20
34;?;10;Never-married;?;Unmarried;White;Female;25;United-States;31250;1986-06-21
41;Federal-gov;15;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;50;India;184375;1979-02-07
31;Private;13;Never-married;Prof-specialty;Not-in-family;White;Female;40;United-States;33406;1989-11-02
35;Self-emp-not-inc;9;Married-civ-spouse;Prof-specialty;Wife;White;Female;35;United-States;119375;1985-06-23
25;Private;9;Married-civ-spouse;Transport-moving;Husband;Black;Male;60;United-States;27593;1995-12-29
34;Private;10;Never-married;Transport-moving;Not-in-family;White;Male;40;United-States;31250;1986-02-10
31;Private;12;Divorced;Sales;Not-in-family;White;Female;45;United-States;32375;1989-07-31
61;Private;13;Married-civ-spouse;Sales;Husband;White;Male;40;Iran;220625;1959-08-31
46;Private;13;Divorced;Other-service;Unmarried;White;Female;56;United-States;180000;1974-02-27
23;Private;9;Never-married;Handlers-cleaners;Other-relative;White;Male;45;United-States;27031;1997-04-05
39;Self-emp-not-inc;9;Married-civ-spouse;Other-service;Husband;White;Male;10;United-States;31531;1981-10-15
24;Private;9;Never-married;Other-service;Not-in-family;White;Male;40;United-States;27312;1996-04-14
21;Private;10;Never-married;Adm-clerical;Own-child;Black;Female;40;United-States;27187;1999-02-01
31;State-gov;9;Never-married;Other-service;Unmarried;Black;Female;40;United-States;29281;1989-01-03
28;State-gov;14;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;17;Taiwan;33125;1992-09-23
65;Self-emp-not-inc;9;Widowed;Other-service;Not-in-family;White;Female;20;United-States;38843;1955-05-06
30;Private;9;Married-civ-spouse;Sales;Husband;White;Male;55;United-States;110000;1990-11-02
46;Self-emp-not-inc;9;Divorced;Craft-repair;Not-in-family;White;Male;60;United-States;140000;1974-11-27
49;Private;9;Widowed;Other-service;Not-in-family;White;Female;24;United-States;34343;1971-05-28
37;Private;14;Never-married;Sales;Not-in-family;Asian-Pac-Islander;Male;40;China;37062;1983-06-22
38;Self-emp-inc;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;United-States;36250;1982-09-15
38;Private;9;Married-civ-spouse;Transport-moving;Husband;Black;Male;40;United-States;125000;1982-08-29
17;Private;9;Never-married;Machine-op-inspct;Other-relative;White;Male;40;Mexico;25343;2003-11-26
26;Private;9;Divorced;Handlers-cleaners;Unmarried;White;Female;36;United-States;27875;1994-12-26
45;Private;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;60;United-States;177291;1975-11-23
18;Private;10;Never-married;Prof-specialty;Not-in-family;White;Female;20;United-States;26250;2002-11-17
39;Private;9;Widowed;Exec-managerial;Other-relative;White;Male;40;United-States;31531;1981-11-06
27;Private;10;Married-civ-spouse;Other-service;Wife;Amer-Indian-Eskimo;Female;40;United-States;29062;1993-03-03
38;Private;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;50;United-States;158333;1982-09-21
59;Private;9;Widowed;Exec-managerial;Not-in-family;White;Female;40;United-States;37156;1961-09-27
23;Private;7;Never-married;Craft-repair;Not-in-family;White;Male;40;Mexico;25468;1997-06-07
24;Private;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;United-States;27312;1996-12-25
41;Private;13;Never-married;Adm-clerical;Not-in-family;White;Female;40;United-States;37468;1979-10-02
15;Private;4;Never-married;Craft-repair;Not-in-family;White;Male;45;United-States;22125;2005-03-06
41;Local-gov;14;Divorced;Prof-specialty;Unmarried;Black;Female;40;United-States;175416;1979-02-11
71;Private;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;England;40531;1949-08-05
44;Local-gov;10;Divorced;Machine-op-inspct;Own-child;White;Female;40;United-States;34375;1976-06-03
17;Private;10;Never-married;Other-service;Own-child;White;Male;20;United-States;25937;2003-06-23
35;Private;9;Divorced;Machine-op-inspct;Not-in-family;White;Male;40;United-States;30406;1985-12-22
24;Private;10;Married-civ-spouse;Adm-clerical;Husband;White;Male;40;United-States;28125;1996-01-23
45;Private;9;Divorced;Sales;Own-child;White;Male;40;United-States;33218;1975-06-03
45;Local-gov;14;Never-married;Prof-specialty;Not-in-family;White;Male;40;United-States;40562;1975-01-12
27;Private;13;Never-married;Prof-specialty;Not-in-family;White;Male;40;United-States;31781;1993-05-12
27;Private;9;Never-married;Adm-clerical;Not-in-family;White;Female;40;United-States;28156;1993-02-28
31;Private;13;Married-civ-spouse;Exec-managerial;Own-child;White;Male;55;United-States;33406;1989-09-24
18;Private;9;Never-married;Transport-moving;Other-relative;White;Male;40;United-States;25625;2002-09-24
26;Private;6;Married-civ-spouse;Craft-repair;Wife;Other;Female;48;Guatemala;25250;1994-08-28
24;Private;13;Never-married;Prof-specialty;Not-in-family;White;Male;45;?;30562;1996-03-27
39;State-gov;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;United-States;37937;1981-09-17
65;?;4;Married-civ-spouse;?;Husband;White;Male;40;United-States;28375;1955-04-24
41;Private;13;Married-civ-spouse;Sales;Husband;White;Male;50;United-States;37468;1979-04-19
33;Private;5;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;46;United-States;25468;1987-08-01
16;Private;8;Never-married;Other-service;Own-child;White;Female;25;United-States;24500;2004-02-08
53;State-gov;10;Divorced;Adm-clerical;Not-in-family;White;Male;40;United-States;37187;1967-11-25
42;Private;9;Divorced;Machine-op-inspct;Own-child;Black;Female;40;United-States;32375;1978-12-26
62;Private;9;Widowed;Priv-house-serv;Not-in-family;White;Female;15;United-States;38000;1958-10-24
32;Self-emp-not-inc;11;Married-civ-spouse;Craft-repair;Husband;White;Male;75;United-States;31687;1988-11-17
36;Private;10;Married-civ-spouse;Sales;Husband;White;Male;60;United-States;129166;1984-12-05
23;Private;9;Never-married;Other-service;Own-child;White;Female;8;United-States;27031;1997-01-20
19;Private;10;Never-married;Transport-moving;Own-child;Black;Male;40;United-States;26562;2001-11-27
35;Private;2;Married-civ-spouse;Other-service;Husband;White;Male;53;Mexico;22312;1985-02-16
37;Private;10;Divorced;Sales;Unmarried;White;Female;40;United-States;32187;1983-04-19
32;Private;10;Divorced;Adm-clerical;Not-in-family;White;Female;50;United-States;30625;1988-09-06
21;Private;13;Never-married;Exec-managerial;Not-in-family;White;Female;45;United-States;29343;1999-05-23
52;Private;10;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;162500;1968-01-22
47;Self-emp-inc;14;Separated;Exec-managerial;Not-in-family;White;Male;70;United-States;192916;1973-12-18
23;Private;9;Married-civ-spouse;Adm-clerical;Wife;White;Female;40;United-States;27031;1997-08-29
49;Private;12;Married-civ-spouse;Sales;Husband;White;Male;50;United-States;39125;1971-05-01
27;Private;9;Never-married;Farming-fishing;Unmarried;White;Male;35;United-States;28156;1993-11-29
25;State-gov;13;Married-civ-spouse;Protective-serv;Wife;Black;Female;48;United-States;30968;1995-02-16
51;Private;9;Married-civ-spouse;Priv-house-serv;Other-relative;White;Female;40;United-States;34906;1969-02-16
66;Private;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;55;United-States;234166;1954-07-05
54;Private;9;Married-civ-spouse;Sales;Husband;White;Male;40;United-States;155000;1966-11-19
28;Private;16;Never-married;Prof-specialty;Not-in-family;White;Male;40;?;35000;1992-04-29
22;Private;9;Divorced;Sales;Unmarried;Amer-Indian-Eskimo;Female;48;United-States;26750;1998-07-21
68;?;5;Widowed;?;Unmarried;White;Female;25;United-States;30937;1952-12-09
22;Private;10;Never-married;Sales;Own-child;White;Female;40;United-States;27500;1998-08-03
72;?;12;Widowed;?;Not-in-family;White;Female;20;United-States;47750;1948-08-19
21;?;10;Never-married;?;Not-in-family;White;Female;25;United-States;27187;1999-07-11
39;Local-gov;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;55;United-States;37937;1981-02-18
43;Private;9;Never-married;Sales;Own-child;White;Female;19;United-States;32656;1977-07-02
33;Private;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;40;United-States;29843;1987-03-27
19;Private;9;Never-married;Handlers-cleaners;Not-in-family;White;Male;40;United-States;25906;2001-10-21
43;Private;7;Separated;Adm-clerical;Unmarried;Black;Female;25;United-States;29843;1977-12-25
16;Private;7;Never-married;Sales;Not-in-family;White;Female;30;United-States;23937;2004-10-07
47;Private;13;Never-married;Priv-house-serv;Not-in-family;White;Male;25;United-States;39906;1973-05-24
47;Private;11;Separated;Prof-specialty;Own-child;White;Female;36;United-States;36843;1973-08-25
43;Local-gov;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;37;United-States;38281;1977-06-28
25;Private;9;Never-married;Handlers-cleaners;Other-relative;Asian-Pac-Islander;Male;40;United-States;27593;1995-05-12
26;Private;10;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;40;Philippines;28750;1994-12-19
33;Private;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;45;United-States;144791;1987-07-14
31;Private;10;Never-married;Machine-op-inspct;Not-in-family;White;Male;40;United-States;30312;1989-04-10
33;Private;7;Married-civ-spouse;Sales;Husband;White;Male;35;United-States;27656;1987-09-05
17;Private;9;Never-married;Craft-repair;Other-relative;White;Male;40;United-States;25343;2003-05-12
31;Private;10;Never-married;Other-service;Not-in-family;White;Female;28;United-States;30312;1989-11-26
26;Private;9;Divorced;Sales;Not-in-family;Amer-Indian-Eskimo;Male;40;United-States;102500;1994-09-06
47;Private;10;Married-spouse-absent;Adm-clerical;Not-in-family;White;Female;40;United-States;35312;1973-11-07
59;?;9;Married-civ-spouse;?;Husband;White;Male;32;United-States;37156;1961-09-07
37;Self-emp-inc;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;25;United-States;32187;1983-05-27
20;Private;9;Separated;Adm-clerical;Unmarried;White;Female;40;United-States;26187;2000-09-29
40;Private;6;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;27875;1980-12-16
20;Private;10;Never-married;Adm-clerical;Own-child;White;Male;40;United-States;26875;2000-12-25
16;Private;9;Never-married;Craft-repair;Own-child;White;Male;40;United-States;25062;2004-08-31
47;Local-gov;5;Widowed;Handlers-cleaners;Unmarried;White;Male;40;United-States;101041;1973-05-01
31;Self-emp-inc;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;Cuba;160000;1989-07-09
26;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;45;United-States;27875;1994-05-30
40;Private;4;Married-spouse-absent;Prof-specialty;Other-relative;White;Male;35;Puerto-Rico;25250;1980-06-21
18;Private;10;Never-married;Other-service;Own-child;White;Male;25;United-States;26250;2002-12-21
48;Local-gov;10;Married-civ-spouse;Protective-serv;Husband;White;Male;48;United-States;35625;1972-05-08
30;Private;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;40;United-States;116666;1990-07-25
29;Federal-gov;9;Separated;Handlers-cleaners;Unmarried;White;Female;40;United-States;28718;1991-11-18
27;Private;11;Never-married;Other-service;Not-in-family;Black;Male;40;United-States;29968;1993-09-07
44;Federal-gov;10;Married-civ-spouse;Other-service;Husband;White;Male;40;United-States;34375;1976-07-15
30;Self-emp-inc;16;Never-married;Prof-specialty;Not-in-family;White;Male;77;United-States;36000;1990-03-08
59;Private;9;Widowed;Adm-clerical;Unmarried;White;Female;24;United-States;37156;1961-07-21
41;Self-emp-not-inc;7;Married-civ-spouse;Craft-repair;Husband;White;Male;55;United-States;29406;1979-10-21
33;Private;9;Never-married;Handlers-cleaners;Not-in-family;White;Female;40;United-States;29843;1987-05-21
37;State-gov;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;40;United-States;35843;1983-06-23
16;?;7;Never-married;?;Own-child;White;Male;35;United-States;23937;2004-08-19
40;Self-emp-not-inc;10;Married-civ-spouse;Farming-fishing;Husband;White;Male;60;United-States;33125;1980-02-03
21;Private;13;Never-married;Prof-specialty;Not-in-family;White;Female;40;United-States;29343;1999-09-18
30;Private;13;Married-civ-spouse;Sales;Husband;White;Male;45;United-States;33000;1990-02-13
50;Private;9;Married-civ-spouse;Transport-moving;Husband;White;Male;85;United-States;147500;1970-06-27
34;Private;12;Married-civ-spouse;Tech-support;Husband;White;Male;40;United-States;140000;1986-09-12
36;Private;10;Married-civ-spouse;Prof-specialty;Husband;White;Male;50;?;129166;1984-07-24
48;Private;9;Widowed;Sales;Not-in-family;White;Female;72;United-States;143750;1972-06-16
21;?;12;Never-married;?;Own-child;White;Male;40;United-States;28625;1999-11-03
69;Private;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;12;United-States;271875;1951-01-29
25;Private;9;Never-married;Other-service;Other-relative;Black;Female;30;United-States;27593;1995-10-27
54;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;60;United-States;35750;1966-05-19
26;Self-emp-not-inc;10;Never-married;Prof-specialty;Unmarried;White;Male;40;United-States;28750;1994-08-19
43;Private;9;Married-civ-spouse;Craft-repair;Husband;White;Male;40;United-States;32656;1977-04-09
