code,name,dob,nationality,race_id,position,points,fastest_lap_speed,status,country,year,race,date
ALO,Fernando Alonso,1981-07-29,Spanish,101,3.0,6.0,221.724,Finished,Germany,2004,German Grand Prix,2004-07-25
RAI,Kimi Räikkönen,1979-10-17,Finnish,101,,0.0,223.182,Rear wing,Germany,2004,German Grand Prix,2004-07-25
SAT,Takuma Sato,1977-01-28,Japanese,101,8.0,1.0,220.773,Finished,Germany,2004,German Grand Prix,2004-07-25
MAS,Felipe Massa,1981-04-25,Brazilian,101,13.0,0.0,215.958,+1 Lap,Germany,2004,German Grand Prix,2004-07-25
COU,David Coulthard,1971-03-27,British,101,4.0,5.0,220.853,Finished,Germany,2004,German Grand Prix,2004-07-25
TRU,Jarno Trulli,1974-07-13,Italian,101,11.0,0.0,221.364,Finished,Germany,2004,German Grand Prix,2004-07-25
WEB,Mark Webber,1976-08-27,Australian,101,6.0,3.0,219.895,Finished,Germany,2004,German Grand Prix,2004-07-25
BUT,Jenson Button,1980-01-19,British,101,2.0,8.0,222.167,Finished,Germany,2004,German Grand Prix,2004-07-25
FIS,Giancarlo Fisichella,1973-01-14,Italian,101,9.0,0.0,217.708,Finished,Germany,2004,German Grand Prix,2004-07-25
BAR,Rubens Barrichello,1972-05-23,Brazilian,101,12.0,0.0,219.66,Finished,Germany,2004,German Grand Prix,2004-07-25
MSC,Michael Schumacher,1969-01-03,German,101,1.0,10.0,223.173,Finished,Germany,2004,German Grand Prix,2004-07-25
MON,Juan Pablo Montoya,1975-09-20,Colombian,101,5.0,4.0,221.185,Finished,Germany,2004,German Grand Prix,2004-07-25
KLI,Christian Klien,1983-02-07,Austrian,101,10.0,0.0,219.42,Finished,Germany,2004,German Grand Prix,2004-07-25
PIZ,Antônio Pizzonia,1980-09-11,Brazilian,101,7.0,2.0,220.77,Finished,Germany,2004,German Grand Prix,2004-07-25
,Cristiano da Matta,1973-09-19,Brazilian,101,,0.0,219.128,Puncture,Germany,2004,German Grand Prix,2004-07-25
,Olivier Panis,1966-09-02,French,101,14.0,0.0,221.778,+1 Lap,Germany,2004,German Grand Prix,2004-07-25
,Giorgio Pantano,1979-02-04,Italian,101,15.0,0.0,216.497,+3 Laps,Germany,2004,German Grand Prix,2004-07-25
,Gianmaria Bruni,1981-05-30,Italian,101,17.0,0.0,210.105,+4 Laps,Germany,2004,German Grand Prix,2004-07-25
,Zsolt Baumgartner,1981-01-01,Hungarian,101,16.0,0.0,209.07,+4 Laps,Germany,2004,German Grand Prix,2004-07-25
HEI,Nick Heidfeld,1977-05-10,German,104,14.0,0.0,247.781,+1 Lap,Italy,2004,Italian Grand Prix,2004-09-12
ALO,Fernando Alonso,1981-07-29,Spanish,104,,0.0,251.623,Spun off,Italy,2004,Italian Grand Prix,2004-09-12
RAI,Kimi Räikkönen,1979-10-17,Finnish,104,,0.0,250.162,Engine,Italy,2004,Italian Grand Prix,2004-09-12
SAT,Takuma Sato,1977-01-28,Japanese,104,4.0,5.0,252.296,Finished,Italy,2004,Italian Grand Prix,2004-09-12
MAS,Felipe Massa,1981-04-25,Brazilian,104,12.0,0.0,251.441,+1 Lap,Italy,2004,Italian Grand Prix,2004-09-12
COU,David Coulthard,1971-03-27,British,104,6.0,3.0,251.599,Finished,Italy,2004,Italian Grand Prix,2004-09-12
TRU,Jarno Trulli,1974-07-13,Italian,104,10.0,0.0,251.702,Finished,Italy,2004,Italian Grand Prix,2004-09-12
WEB,Mark Webber,1976-08-27,Australian,104,9.0,0.0,250.99,Finished,Italy,2004,Italian Grand Prix,2004-09-12
BUT,Jenson Button,1980-01-19,British,104,3.0,6.0,252.262,Finished,Italy,2004,Italian Grand Prix,2004-09-12
FIS,Giancarlo Fisichella,1973-01-14,Italian,104,8.0,1.0,252.433,Finished,Italy,2004,Italian Grand Prix,2004-09-12
BAR,Rubens Barrichello,1972-05-23,Brazilian,104,1.0,10.0,257.32,Finished,Italy,2004,Italian Grand Prix,2004-09-12
MSC,Michael Schumacher,1969-01-03,German,104,2.0,8.0,256.324,Finished,Italy,2004,Italian Grand Prix,2004-09-12
MON,Juan Pablo Montoya,1975-09-20,Colombian,104,5.0,4.0,251.477,Finished,Italy,2004,Italian Grand Prix,2004-09-12
KLI,Christian Klien,1983-02-07,Austrian,104,13.0,0.0,249.961,+1 Lap,Italy,2004,Italian Grand Prix,2004-09-12
ZON,Ricardo Zonta,1976-03-23,Brazilian,104,11.0,0.0,250.027,Finished,Italy,2004,Italian Grand Prix,2004-09-12
PIZ,Antônio Pizzonia,1980-09-11,Brazilian,104,7.0,2.0,253.566,Finished,Italy,2004,Italian Grand Prix,2004-09-12
,Olivier Panis,1966-09-02,French,104,,0.0,,Collision,Italy,2004,Italian Grand Prix,2004-09-12
,Giorgio Pantano,1979-02-04,Italian,104,,0.0,248.091,Accident,Italy,2004,Italian Grand Prix,2004-09-12
,Gianmaria Bruni,1981-05-30,Italian,104,,0.0,241.456,Fire,Italy,2004,Italian Grand Prix,2004-09-12
,Zsolt Baumgartner,1981-01-01,Hungarian,104,15.0,0.0,241.497,+3 Laps,Italy,2004,Italian Grand Prix,2004-09-12
HEI,Nick Heidfeld,1977-05-10,German,108,,0.0,,Suspension,Australia,2003,Australian Grand Prix,2003-03-09
ALO,Fernando Alonso,1981-07-29,Spanish,108,7.0,2.0,,Finished,Australia,2003,Australian Grand Prix,2003-03-09
RAI,Kimi Räikkönen,1979-10-17,Finnish,108,3.0,6.0,,Finished,Australia,2003,Australian Grand Prix,2003-03-09
COU,David Coulthard,1971-03-27,British,108,1.0,10.0,,Finished,Australia,2003,Australian Grand Prix,2003-03-09
TRU,Jarno Trulli,1974-07-13,Italian,108,5.0,4.0,,Finished,Australia,2003,Australian Grand Prix,2003-03-09
WEB,Mark Webber,1976-08-27,Australian,108,,0.0,,Suspension,Australia,2003,Australian Grand Prix,2003-03-09
BUT,Jenson Button,1980-01-19,British,108,10.0,0.0,,Finished,Australia,2003,Australian Grand Prix,2003-03-09
FIS,Giancarlo Fisichella,1973-01-14,Italian,108,,0.0,,Gearbox,Australia,2003,Australian Grand Prix,2003-03-09
BAR,Rubens Barrichello,1972-05-23,Brazilian,108,,0.0,,Accident,Australia,2003,Australian Grand Prix,2003-03-09
SCH,Ralf Schumacher,1975-06-30,German,108,8.0,1.0,,Finished,Australia,2003,Australian Grand Prix,2003-03-09
MSC,Michael Schumacher,1969-01-03,German,108,4.0,5.0,,Finished,Australia,2003,Australian Grand Prix,2003-03-09
MON,Juan Pablo Montoya,1975-09-20,Colombian,108,2.0,8.0,,Finished,Australia,2003,Australian Grand Prix,2003-03-09
VIL,Jacques Villeneuve,1971-04-09,Canadian,108,9.0,0.0,,Finished,Australia,2003,Australian Grand Prix,2003-03-09
PIZ,Antônio Pizzonia,1980-09-11,Brazilian,108,,0.0,,Suspension,Australia,2003,Australian Grand Prix,2003-03-09
,Cristiano da Matta,1973-09-19,Brazilian,108,,0.0,,Spun off,Australia,2003,Australian Grand Prix,2003-03-09
,Olivier Panis,1966-09-02,French,108,,0.0,,Fuel pressure,Australia,2003,Australian Grand Prix,2003-03-09
,Heinz-Harald Frentzen,1967-05-18,German,108,6.0,3.0,,Finished,Australia,2003,Australian Grand Prix,2003-03-09
,Jos Verstappen,1972-03-04,Dutch,108,11.0,0.0,,+1 Lap,Australia,2003,Australian Grand Prix,2003-03-09
,Justin Wilson,1978-07-31,British,108,,0.0,,Radiator,Australia,2003,Australian Grand Prix,2003-03-09
,Ralph Firman,1975-05-20,Irish,108,,0.0,,Accident,Australia,2003,Australian Grand Prix,2003-03-09
HEI,Nick Heidfeld,1977-05-10,German,109,8.0,1.0,,+1 Lap,Malaysia,2003,Malaysian Grand Prix,2003-03-23
ALO,Fernando Alonso,1981-07-29,Spanish,109,3.0,6.0,,Finished,Malaysia,2003,Malaysian Grand Prix,2003-03-23
RAI,Kimi Räikkönen,1979-10-17,Finnish,109,1.0,10.0,,Finished,Malaysia,2003,Malaysian Grand Prix,2003-03-23
COU,David Coulthard,1971-03-27,British,109,,0.0,,Electrical,Malaysia,2003,Malaysian Grand Prix,2003-03-23
TRU,Jarno Trulli,1974-07-13,Italian,109,5.0,4.0,,+1 Lap,Malaysia,2003,Malaysian Grand Prix,2003-03-23
WEB,Mark Webber,1976-08-27,Australian,109,,0.0,,Engine,Malaysia,2003,Malaysian Grand Prix,2003-03-23
BUT,Jenson Button,1980-01-19,British,109,7.0,2.0,,+1 Lap,Malaysia,2003,Malaysian Grand Prix,2003-03-23
FIS,Giancarlo Fisichella,1973-01-14,Italian,109,,0.0,,Electrical,Malaysia,2003,Malaysian Grand Prix,2003-03-23
BAR,Rubens Barrichello,1972-05-23,Brazilian,109,2.0,8.0,,Finished,Malaysia,2003,Malaysian Grand Prix,2003-03-23
SCH,Ralf Schumacher,1975-06-30,German,109,4.0,5.0,,Finished,Malaysia,2003,Malaysian Grand Prix,2003-03-23
MSC,Michael Schumacher,1969-01-03,German,109,6.0,3.0,,+1 Lap,Malaysia,2003,Malaysian Grand Prix,2003-03-23
MON,Juan Pablo Montoya,1975-09-20,Colombian,109,12.0,0.0,,+3 Laps,Malaysia,2003,Malaysian Grand Prix,2003-03-23
VIL,Jacques Villeneuve,1971-04-09,Canadian,109,,0.0,,Electrical,Malaysia,2003,Malaysian Grand Prix,2003-03-23
PIZ,Antônio Pizzonia,1980-09-11,Brazilian,109,,0.0,,Spun off,Malaysia,2003,Malaysian Grand Prix,2003-03-23
,Cristiano da Matta,1973-09-19,Brazilian,109,11.0,0.0,,+1 Lap,Malaysia,2003,Malaysian Grand Prix,2003-03-23
,Olivier Panis,1966-09-02,French,109,,0.0,,Fuel pressure,Malaysia,2003,Malaysian Grand Prix,2003-03-23
,Heinz-Harald Frentzen,1967-05-18,German,109,9.0,0.0,,+1 Lap,Malaysia,2003,Malaysian Grand Prix,2003-03-23
,Jos Verstappen,1972-03-04,Dutch,109,13.0,0.0,,+4 Laps,Malaysia,2003,Malaysian Grand Prix,2003-03-23
,Justin Wilson,1978-07-31,British,109,,0.0,,Mechanical,Malaysia,2003,Malaysian Grand Prix,2003-03-23
,Ralph Firman,1975-05-20,Irish,109,10.0,0.0,,+1 Lap,Malaysia,2003,Malaysian Grand Prix,2003-03-23
HEI,Nick Heidfeld,1977-05-10,German,111,10.0,0.0,,+1 Lap,Italy,2003,San Marino Grand Prix,2003-04-20
ALO,Fernando Alonso,1981-07-29,Spanish,111,6.0,3.0,,Finished,Italy,2003,San Marino Grand Prix,2003-04-20
RAI,Kimi Räikkönen,1979-10-17,Finnish,111,2.0,8.0,,Finished,Italy,2003,San Marino Grand Prix,2003-04-20
COU,David Coulthard,1971-03-27,British,111,5.0,4.0,,Finished,Italy,2003,San Marino Grand Prix,2003-04-20
TRU,Jarno Trulli,1974-07-13,Italian,111,13.0,0.0,,+1 Lap,Italy,2003,San Marino Grand Prix,2003-04-20
WEB,Mark Webber,1976-08-27,Australian,111,,0.0,,Driveshaft,Italy,2003,San Marino Grand Prix,2003-04-20
BUT,Jenson Button,1980-01-19,British,111,8.0,1.0,,+1 Lap,Italy,2003,San Marino Grand Prix,2003-04-20
FIS,Giancarlo Fisichella,1973-01-14,Italian,111,15.0,0.0,,+5 Laps,Italy,2003,San Marino Grand Prix,2003-04-20
BAR,Rubens Barrichello,1972-05-23,Brazilian,111,3.0,6.0,,Finished,Italy,2003,San Marino Grand Prix,2003-04-20
SCH,Ralf Schumacher,1975-06-30,German,111,4.0,5.0,,Finished,Italy,2003,San Marino Grand Prix,2003-04-20
MSC,Michael Schumacher,1969-01-03,German,111,1.0,10.0,,Finished,Italy,2003,San Marino Grand Prix,2003-04-20
MON,Juan Pablo Montoya,1975-09-20,Colombian,111,7.0,2.0,,Finished,Italy,2003,San Marino Grand Prix,2003-04-20
VIL,Jacques Villeneuve,1971-04-09,Canadian,111,,0.0,,Engine,Italy,2003,San Marino Grand Prix,2003-04-20
PIZ,Antônio Pizzonia,1980-09-11,Brazilian,111,14.0,0.0,,+2 Laps,Italy,2003,San Marino Grand Prix,2003-04-20
,Cristiano da Matta,1973-09-19,Brazilian,111,12.0,0.0,,+1 Lap,Italy,2003,San Marino Grand Prix,2003-04-20
,Olivier Panis,1966-09-02,French,111,9.0,0.0,,+1 Lap,Italy,2003,San Marino Grand Prix,2003-04-20
,Heinz-Harald Frentzen,1967-05-18,German,111,11.0,0.0,,+1 Lap,Italy,2003,San Marino Grand Prix,2003-04-20
,Jos Verstappen,1972-03-04,Dutch,111,,0.0,,Electrical,Italy,2003,San Marino Grand Prix,2003-04-20
,Justin Wilson,1978-07-31,British,111,,0.0,,Fuel rig,Italy,2003,San Marino Grand Prix,2003-04-20
,Ralph Firman,1975-05-20,Irish,111,,0.0,,Oil line,Italy,2003,San Marino Grand Prix,2003-04-20
HEI,Nick Heidfeld,1977-05-10,German,115,,0.0,,Engine,Canada,2003,Canadian Grand Prix,2003-06-15
ALO,Fernando Alonso,1981-07-29,Spanish,115,4.0,5.0,,Finished,Canada,2003,Canadian Grand Prix,2003-06-15
RAI,Kimi Räikkönen,1979-10-17,Finnish,115,6.0,3.0,,Finished,Canada,2003,Canadian Grand Prix,2003-06-15
COU,David Coulthard,1971-03-27,British,115,,0.0,,Gearbox,Canada,2003,Canadian Grand Prix,2003-06-15
TRU,Jarno Trulli,1974-07-13,Italian,115,,0.0,,Accident,Canada,2003,Canadian Grand Prix,2003-06-15
WEB,Mark Webber,1976-08-27,Australian,115,7.0,2.0,,+1 Lap,Canada,2003,Canadian Grand Prix,2003-06-15
BUT,Jenson Button,1980-01-19,British,115,,0.0,,Gearbox,Canada,2003,Canadian Grand Prix,2003-06-15
FIS,Giancarlo Fisichella,1973-01-14,Italian,115,,0.0,,Gearbox,Canada,2003,Canadian Grand Prix,2003-06-15
BAR,Rubens Barrichello,1972-05-23,Brazilian,115,5.0,4.0,,Finished,Canada,2003,Canadian Grand Prix,2003-06-15
SCH,Ralf Schumacher,1975-06-30,German,115,2.0,8.0,,Finished,Canada,2003,Canadian Grand Prix,2003-06-15
MSC,Michael Schumacher,1969-01-03,German,115,1.0,10.0,,Finished,Canada,2003,Canadian Grand Prix,2003-06-15
MON,Juan Pablo Montoya,1975-09-20,Colombian,115,3.0,6.0,,Finished,Canada,2003,Canadian Grand Prix,2003-06-15
VIL,Jacques Villeneuve,1971-04-09,Canadian,115,,0.0,,Brakes,Canada,2003,Canadian Grand Prix,2003-06-15
PIZ,Antônio Pizzonia,1980-09-11,Brazilian,115,10.0,0.0,,+4 Laps,Canada,2003,Canadian Grand Prix,2003-06-15
,Cristiano da Matta,1973-09-19,Brazilian,115,11.0,0.0,,+6 Laps,Canada,2003,Canadian Grand Prix,2003-06-15
,Olivier Panis,1966-09-02,French,115,8.0,1.0,,+1 Lap,Canada,2003,Canadian Grand Prix,2003-06-15
,Heinz-Harald Frentzen,1967-05-18,German,115,,0.0,,Electronics,Canada,2003,Canadian Grand Prix,2003-06-15
,Jos Verstappen,1972-03-04,Dutch,115,9.0,0.0,,+2 Laps,Canada,2003,Canadian Grand Prix,2003-06-15
,Justin Wilson,1978-07-31,British,115,,0.0,,Gearbox,Canada,2003,Canadian Grand Prix,2003-06-15
,Ralph Firman,1975-05-20,Irish,115,,0.0,,Engine,Canada,2003,Canadian Grand Prix,2003-06-15
HEI,Nick Heidfeld,1977-05-10,German,116,8.0,1.0,,+1 Lap,Germany,2003,European Grand Prix,2003-06-29
ALO,Fernando Alonso,1981-07-29,Spanish,116,4.0,5.0,,Finished,Germany,2003,European Grand Prix,2003-06-29
RAI,Kimi Räikkönen,1979-10-17,Finnish,116,,0.0,,Engine,Germany,2003,European Grand Prix,2003-06-29
COU,David Coulthard,1971-03-27,British,116,15.0,0.0,,+4 Laps,Germany,2003,European Grand Prix,2003-06-29
TRU,Jarno Trulli,1974-07-13,Italian,116,,0.0,,Fuel pressure,Germany,2003,European Grand Prix,2003-06-29
WEB,Mark Webber,1976-08-27,Australian,116,6.0,3.0,,+1 Lap,Germany,2003,European Grand Prix,2003-06-29
BUT,Jenson Button,1980-01-19,British,116,7.0,2.0,,+1 Lap,Germany,2003,European Grand Prix,2003-06-29
FIS,Giancarlo Fisichella,1973-01-14,Italian,116,12.0,0.0,,+2 Laps,Germany,2003,European Grand Prix,2003-06-29
BAR,Rubens Barrichello,1972-05-23,Brazilian,116,3.0,6.0,,Finished,Germany,2003,European Grand Prix,2003-06-29
SCH,Ralf Schumacher,1975-06-30,German,116,1.0,10.0,,Finished,Germany,2003,European Grand Prix,2003-06-29
MSC,Michael Schumacher,1969-01-03,German,116,5.0,4.0,,Finished,Germany,2003,European Grand Prix,2003-06-29
MON,Juan Pablo Montoya,1975-09-20,Colombian,116,2.0,8.0,,Finished,Germany,2003,European Grand Prix,2003-06-29
VIL,Jacques Villeneuve,1971-04-09,Canadian,116,,0.0,,Gearbox,Germany,2003,European Grand Prix,2003-06-29
PIZ,Antônio Pizzonia,1980-09-11,Brazilian,116,10.0,0.0,,+1 Lap,Germany,2003,European Grand Prix,2003-06-29
,Cristiano da Matta,1973-09-19,Brazilian,116,,0.0,,Engine,Germany,2003,European Grand Prix,2003-06-29
,Olivier Panis,1966-09-02,French,116,,0.0,,Spun off,Germany,2003,European Grand Prix,2003-06-29
,Heinz-Harald Frentzen,1967-05-18,German,116,9.0,0.0,,+1 Lap,Germany,2003,European Grand Prix,2003-06-29
,Jos Verstappen,1972-03-04,Dutch,116,14.0,0.0,,+3 Laps,Germany,2003,European Grand Prix,2003-06-29
,Justin Wilson,1978-07-31,British,116,13.0,0.0,,+2 Laps,Germany,2003,European Grand Prix,2003-06-29
,Ralph Firman,1975-05-20,Irish,116,11.0,0.0,,+2 Laps,Germany,2003,European Grand Prix,2003-06-29
HEI,Nick Heidfeld,1977-05-10,German,119,10.0,0.0,,+2 Laps,Germany,2003,German Grand Prix,2003-08-03
ALO,Fernando Alonso,1981-07-29,Spanish,119,4.0,5.0,,Finished,Germany,2003,German Grand Prix,2003-08-03
RAI,Kimi Räikkönen,1979-10-17,Finnish,119,,0.0,,Accident,Germany,2003,German Grand Prix,2003-08-03
COU,David Coulthard,1971-03-27,British,119,2.0,8.0,,Finished,Germany,2003,German Grand Prix,2003-08-03
TRU,Jarno Trulli,1974-07-13,Italian,119,3.0,6.0,,Finished,Germany,2003,German Grand Prix,2003-08-03
WEB,Mark Webber,1976-08-27,Australian,119,11.0,0.0,,Accident,Germany,2003,German Grand Prix,2003-08-03
BUT,Jenson Button,1980-01-19,British,119,8.0,1.0,,+1 Lap,Germany,2003,German Grand Prix,2003-08-03
FIS,Giancarlo Fisichella,1973-01-14,Italian,119,13.0,0.0,,Engine,Germany,2003,German Grand Prix,2003-08-03
BAR,Rubens Barrichello,1972-05-23,Brazilian,119,,0.0,,Accident,Germany,2003,German Grand Prix,2003-08-03
SCH,Ralf Schumacher,1975-06-30,German,119,,0.0,,Accident,Germany,2003,German Grand Prix,2003-08-03
MSC,Michael Schumacher,1969-01-03,German,119,7.0,2.0,,+1 Lap,Germany,2003,German Grand Prix,2003-08-03
MON,Juan Pablo Montoya,1975-09-20,Colombian,119,1.0,10.0,,Finished,Germany,2003,German Grand Prix,2003-08-03
VIL,Jacques Villeneuve,1971-04-09,Canadian,119,9.0,0.0,,+2 Laps,Germany,2003,German Grand Prix,2003-08-03
,Cristiano da Matta,1973-09-19,Brazilian,119,6.0,3.0,,+1 Lap,Germany,2003,German Grand Prix,2003-08-03
,Olivier Panis,1966-09-02,French,119,5.0,4.0,,+1 Lap,Germany,2003,German Grand Prix,2003-08-03
,Heinz-Harald Frentzen,1967-05-18,German,119,,0.0,,Accident,Germany,2003,German Grand Prix,2003-08-03
,Jos Verstappen,1972-03-04,Dutch,119,,0.0,,Hydraulics,Germany,2003,German Grand Prix,2003-08-03
,Justin Wilson,1978-07-31,British,119,,0.0,,Gearbox,Germany,2003,German Grand Prix,2003-08-03
,Ralph Firman,1975-05-20,Irish,119,,0.0,,Accident,Germany,2003,German Grand Prix,2003-08-03
,Nicolas Kiesa,1978-03-03,Danish,119,12.0,0.0,,+5 Laps,Germany,2003,German Grand Prix,2003-08-03
HEI,Nick Heidfeld,1977-05-10,German,121,9.0,0.0,,+1 Lap,Italy,2003,Italian Grand Prix,2003-09-14
ALO,Fernando Alonso,1981-07-29,Spanish,121,8.0,1.0,,+1 Lap,Italy,2003,Italian Grand Prix,2003-09-14
RAI,Kimi Räikkönen,1979-10-17,Finnish,121,4.0,5.0,,Finished,Italy,2003,Italian Grand Prix,2003-09-14
COU,David Coulthard,1971-03-27,British,121,,0.0,,Fuel pressure,Italy,2003,Italian Grand Prix,2003-09-14
TRU,Jarno Trulli,1974-07-13,Italian,121,,0.0,,Hydraulics,Italy,2003,Italian Grand Prix,2003-09-14
WEB,Mark Webber,1976-08-27,Australian,121,7.0,2.0,,+1 Lap,Italy,2003,Italian Grand Prix,2003-09-14
BUT,Jenson Button,1980-01-19,British,121,,0.0,,Gearbox,Italy,2003,Italian Grand Prix,2003-09-14
FIS,Giancarlo Fisichella,1973-01-14,Italian,121,10.0,0.0,,+1 Lap,Italy,2003,Italian Grand Prix,2003-09-14
BAR,Rubens Barrichello,1972-05-23,Brazilian,121,3.0,6.0,,Finished,Italy,2003,Italian Grand Prix,2003-09-14
MSC,Michael Schumacher,1969-01-03,German,121,1.0,10.0,,Finished,Italy,2003,Italian Grand Prix,2003-09-14
MON,Juan Pablo Montoya,1975-09-20,Colombian,121,2.0,8.0,,Finished,Italy,2003,Italian Grand Prix,2003-09-14
VIL,Jacques Villeneuve,1971-04-09,Canadian,121,6.0,3.0,,+1 Lap,Italy,2003,Italian Grand Prix,2003-09-14
,Cristiano da Matta,1973-09-19,Brazilian,121,,0.0,,Tyre,Italy,2003,Italian Grand Prix,2003-09-14
,Olivier Panis,1966-09-02,French,121,,0.0,,Brakes,Italy,2003,Italian Grand Prix,2003-09-14
,Zsolt Baumgartner,1981-01-01,Hungarian,121,11.0,0.0,,+2 Laps,Italy,2003,Italian Grand Prix,2003-09-14
,Marc Gené,1974-03-29,Spanish,121,5.0,4.0,,Finished,Italy,2003,Italian Grand Prix,2003-09-14
,Heinz-Harald Frentzen,1967-05-18,German,121,13.0,0.0,,+3 Laps,Italy,2003,Italian Grand Prix,2003-09-14
,Jos Verstappen,1972-03-04,Dutch,121,,0.0,,Oil leak,Italy,2003,Italian Grand Prix,2003-09-14
,Justin Wilson,1978-07-31,British,121,,0.0,,Gearbox,Italy,2003,Italian Grand Prix,2003-09-14
,Nicolas Kiesa,1978-03-03,Danish,121,12.0,0.0,,+2 Laps,Italy,2003,Italian Grand Prix,2003-09-14
HEI,Nick Heidfeld,1977-05-10,German,124,,0.0,,Collision,Australia,2002,Australian Grand Prix,2002-03-03
RAI,Kimi Räikkönen,1979-10-17,Finnish,124,3.0,4.0,,Finished,Australia,2002,Australian Grand Prix,2002-03-03
SAT,Takuma Sato,1977-01-28,Japanese,124,,0.0,,Electrical,Australia,2002,Australian Grand Prix,2002-03-03
MAS,Felipe Massa,1981-04-25,Brazilian,124,,0.0,,Collision,Australia,2002,Australian Grand Prix,2002-03-03
COU,David Coulthard,1971-03-27,British,124,,0.0,,Gearbox,Australia,2002,Australian Grand Prix,2002-03-03
TRU,Jarno Trulli,1974-07-13,Italian,124,,0.0,,Spun off,Australia,2002,Australian Grand Prix,2002-03-03
WEB,Mark Webber,1976-08-27,Australian,124,5.0,2.0,,+2 Laps,Australia,2002,Australian Grand Prix,2002-03-03
BUT,Jenson Button,1980-01-19,British,124,,0.0,,Collision,Australia,2002,Australian Grand Prix,2002-03-03
FIS,Giancarlo Fisichella,1973-01-14,Italian,124,,0.0,,Collision,Australia,2002,Australian Grand Prix,2002-03-03
BAR,Rubens Barrichello,1972-05-23,Brazilian,124,,0.0,,Collision,Australia,2002,Australian Grand Prix,2002-03-03
SCH,Ralf Schumacher,1975-06-30,German,124,,0.0,,Collision,Australia,2002,Australian Grand Prix,2002-03-03
MSC,Michael Schumacher,1969-01-03,German,124,1.0,10.0,,Finished,Australia,2002,Australian Grand Prix,2002-03-03
MON,Juan Pablo Montoya,1975-09-20,Colombian,124,2.0,6.0,,Finished,Australia,2002,Australian Grand Prix,2002-03-03
VIL,Jacques Villeneuve,1971-04-09,Canadian,124,,0.0,,Broken wing,Australia,2002,Australian Grand Prix,2002-03-03
DLR,Pedro de la Rosa,1971-02-24,Spanish,124,8.0,0.0,,+5 Laps,Australia,2002,Australian Grand Prix,2002-03-03
,Olivier Panis,1966-09-02,French,124,,0.0,,Collision,Australia,2002,Australian Grand Prix,2002-03-03
,Heinz-Harald Frentzen,1967-05-18,German,124,,0.0,,Disqualified,Australia,2002,Australian Grand Prix,2002-03-03
,Eddie Irvine,1965-11-10,British,124,4.0,3.0,,+1 Lap,Australia,2002,Australian Grand Prix,2002-03-03
,Enrique Bernoldi,1978-10-19,Brazilian,124,,0.0,,Disqualified,Australia,2002,Australian Grand Prix,2002-03-03
,Alex Yoong,1976-07-20,Malaysian,124,7.0,0.0,,+3 Laps,Australia,2002,Australian Grand Prix,2002-03-03
,Mika Salo,1966-11-30,Finnish,124,6.0,1.0,,+2 Laps,Australia,2002,Australian Grand Prix,2002-03-03
,Allan McNish,1969-12-29,British,124,,0.0,,Collision,Australia,2002,Australian Grand Prix,2002-03-03
HEI,Nick Heidfeld,1977-05-10,German,125,5.0,2.0,,+1 Lap,Malaysia,2002,Malaysian Grand Prix,2002-03-17
RAI,Kimi Räikkönen,1979-10-17,Finnish,125,,0.0,,Engine,Malaysia,2002,Malaysian Grand Prix,2002-03-17
SAT,Takuma Sato,1977-01-28,Japanese,125,9.0,0.0,,+2 Laps,Malaysia,2002,Malaysian Grand Prix,2002-03-17
MAS,Felipe Massa,1981-04-25,Brazilian,125,6.0,1.0,,+1 Lap,Malaysia,2002,Malaysian Grand Prix,2002-03-17
COU,David Coulthard,1971-03-27,British,125,,0.0,,Engine,Malaysia,2002,Malaysian Grand Prix,2002-03-17
TRU,Jarno Trulli,1974-07-13,Italian,125,,0.0,,Overheating,Malaysia,2002,Malaysian Grand Prix,2002-03-17
WEB,Mark Webber,1976-08-27,Australian,125,,0.0,,Electrical,Malaysia,2002,Malaysian Grand Prix,2002-03-17
BUT,Jenson Button,1980-01-19,British,125,4.0,3.0,,Finished,Malaysia,2002,Malaysian Grand Prix,2002-03-17
FIS,Giancarlo Fisichella,1973-01-14,Italian,125,13.0,0.0,,+3 Laps,Malaysia,2002,Malaysian Grand Prix,2002-03-17
BAR,Rubens Barrichello,1972-05-23,Brazilian,125,,0.0,,Engine,Malaysia,2002,Malaysian Grand Prix,2002-03-17
SCH,Ralf Schumacher,1975-06-30,German,125,1.0,10.0,,Finished,Malaysia,2002,Malaysian Grand Prix,2002-03-17
MSC,Michael Schumacher,1969-01-03,German,125,3.0,4.0,,Finished,Malaysia,2002,Malaysian Grand Prix,2002-03-17
MON,Juan Pablo Montoya,1975-09-20,Colombian,125,2.0,6.0,,Finished,Malaysia,2002,Malaysian Grand Prix,2002-03-17
VIL,Jacques Villeneuve,1971-04-09,Canadian,125,8.0,0.0,,+1 Lap,Malaysia,2002,Malaysian Grand Prix,2002-03-17
DLR,Pedro de la Rosa,1971-02-24,Spanish,125,10.0,0.0,,+2 Laps,Malaysia,2002,Malaysian Grand Prix,2002-03-17
,Olivier Panis,1966-09-02,French,125,,0.0,,Clutch,Malaysia,2002,Malaysian Grand Prix,2002-03-17
,Heinz-Harald Frentzen,1967-05-18,German,125,11.0,0.0,,+2 Laps,Malaysia,2002,Malaysian Grand Prix,2002-03-17
,Eddie Irvine,1965-11-10,British,125,,0.0,,Hydraulics,Malaysia,2002,Malaysian Grand Prix,2002-03-17
